level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,1057434.0,1069028.0,no_ops,,,,,,,,,,,,,,0,1
1,1,1069028.0,1093372.0,['stroller'],,,,,,,,,,,,1.0,,0,1
2,2,1093372.0,1096602.0,no_ops,,,,,,,,,,,,,,0,1
3,3,1096602.0,1107278.0,"['food', 'grocery_cart']",,,,,,,,,,,1.0,,,0,1
4,6,1107278.0,1112004.0,no_ops,,,,,,,,,,,,,,0,1
5,7,1112004.0,1132336.0,"['food', 'grocery_cart']",,,,,,,,,,,2.0,,,0,1
6,12,1132336.0,1135396.0,no_ops,,,,,,,,,,,,,,0,1
7,13,1135396.0,1202206.0,"['food', 'grocery_cart']",,,,,,,,,,,4.0,,,0,1
8,25,1202206.0,1208360.0,no_ops,,,,,,,,,,,,,,0,1
9,26,1208360.0,1232500.0,['food'],,,,,,,,,,8.0,,,,1,2
10,27,1232500.0,1238552.0,no_ops,,,,,,,,,,,,,,0,3
11,28,1238552.0,1276666.0,['food'],,,,,,,,,,9.0,,,,1,4
12,29,1278978.0,1280678.0,['clear_ball'],,,,,,,,1.0,,,,,,0,5
13,30,1280678.0,1293224.0,no_ops,,,,,,,,,,,,,,0,5
14,31,1293224.0,1302472.0,['grocery_cart'],,,,,,,,,,,6.0,,,0,5
15,32,1302472.0,1309952.0,no_ops,,,,,,,,,,,,,,0,5
16,33,1309952.0,1330080.0,"['bucket', 'balls']",,,,,,,,,,,,,1.0,1,6
19,36,1330080.0,1336098.0,no_ops,,,,,,,,,,,,,,0,7
20,37,1336098.0,1345652.0,['balls'],,,,,,,,,2.0,,,,,1,8
21,38,1345652.0,1357552.0,no_ops,,,,,,,,,,,,,,0,9
22,39,1357552.0,1386316.0,['stroller'],,,,,,,,,,,,3.0,,0,9
23,40,1388288.0,1404268.0,['broom'],,,,,,,1.0,,,,,,,0,9
24,41,1404268.0,1415964.0,no_ops,,,,,,,,,,,,,,0,9
25,42,1415964.0,1446938.0,['broom'],,,,,,,2.0,,,,,,,0,9
26,43,1446938.0,1453296.0,no_ops,,,,,,,,,,,,,,0,9
27,44,1453296.0,1459552.0,['clear_ball'],,,,,,,,2.0,,,,,,0,9
28,45,1459552.0,1464210.0,no_ops,,,,,,,,,,,,,,0,9
29,46,1464210.0,1477640.0,['broom'],,,,,,,3.0,,,,,,,0,9
30,47,1477640.0,1485732.0,no_ops,,,,,,,,,,,,,,0,9
31,48,1485732.0,1495966.0,['stroller'],,,,,,,,,,,,6.0,,0,9
32,49,1495966.0,1504160.0,no_ops,,,,,,,,,,,,,,0,9
33,50,1504160.0,1506540.0,['stroller'],,,,,,,,,,,,8.0,,0,9
34,51,1506540.0,1512830.0,no_ops,,,,,,,,,,,,,,0,9
35,52,1512830.0,1542716.0,['broom'],,,,,,,4.0,,,,,,,0,9
36,53,1542716.0,1552406.0,no_ops,,,,,,,,,,,,,,0,9
